231,Boyer,Alberta,57:06.8,57:06.8
232,Boyle,Alberta,57:06.8,57:06.8
233,Boyle Street,Alberta,57:06.8,57:06.8
234,Boyne Lake,Alberta,57:06.8,57:06.8
235,Braaten,Alberta,57:06.8,57:06.8
236,Braeburn,Alberta,57:06.8,57:06.8
237,Braeside,Alberta,57:06.8,57:06.8
238,Braeside,Alberta,57:06.8,57:06.8
239,Bragg Creek,Alberta,57:06.8,57:06.8
240,Brainard,Alberta,57:06.8,57:06.8
241,Brander Gardens,Alberta,57:06.8,57:06.8
242,Brant,Alberta,57:06.8,57:06.8
243,Brazeau,Alberta,57:06.8,57:06.8
244,Brazeau Dam,Alberta,57:06.8,57:06.8
245,Bredin,Alberta,57:06.8,57:06.8
246,Bremner,Alberta,57:06.8,57:06.8
247,Brentwood,Alberta,57:06.8,57:06.8
248,Breton,Alberta,57:06.8,57:06.8
249,Bretona,Alberta,57:06.8,57:06.8
250,Bretville Junction,Alberta,57:06.8,57:06.8
251,Breynat,Alberta,57:06.8,57:06.8
252,Brickburn,Alberta,57:06.8,57:06.8
253,Bridgeland,Alberta,57:06.8,57:06.8
254,Bridgeview,Alberta,57:06.8,57:06.8
255,Bridlewood,Alberta,57:06.8,57:06.8
256,Brièreville,Alberta,57:06.8,57:06.8
257,Briggs,Alberta,57:06.8,57:06.8
258,Brightbank,Alberta,57:06.8,57:06.8
259,Brightview,Alberta,57:06.8,57:06.8
260,Britannia,Alberta,57:06.8,57:06.8
261,Britannia Youngstown,Alberta,57:06.8,57:06.8
262,Brocket,Alberta,57:06.8,57:06.8
263,Brooks,Alberta,57:06.8,57:06.8
264,Brookside,Alberta,57:06.8,57:06.8
265,Brosseau,Alberta,57:06.8,57:06.8
266,Brownfield,Alberta,57:06.8,57:06.8
267,Brownvale,Alberta,57:06.8,57:06.8
268,Broxburn,Alberta,57:06.8,57:06.8
269,Bruce,Alberta,57:06.8,57:06.8
270,Bruderheim,Alberta,57:06.8,57:06.8
271,Brûlé,Alberta,57:06.8,57:06.8
272,Brûlé Mines,Alberta,57:06.8,57:06.8
273,Bryan,Alberta,57:06.8,57:06.8
274,Buck Creek,Alberta,57:06.8,57:06.8
275,Buck Lake,Alberta,57:06.8,57:06.8
276,Buffalo,Alberta,57:06.8,57:06.8
277,Buffalo Head Prairie,Alberta,57:06.8,57:06.8
278,Buffalo Lake,Alberta,57:06.8,57:06.8
279,Buffalo Lake Metis Settlement,Alberta,57:06.8,57:06.8
280,Buffalo View,Alberta,57:06.8,57:06.8
281,Buford,Alberta,57:06.8,57:06.8
282,Bullpound,Alberta,57:06.8,57:06.8
283,Bullshead,Alberta,57:06.8,57:06.8
284,Bulwark,Alberta,57:06.8,57:06.8
285,Buoyant,Alberta,57:06.8,57:06.8
286,Burdett,Alberta,57:06.8,57:06.8
287,Burmis,Alberta,57:06.8,57:06.8
288,Burnside,Alberta,57:06.8,57:06.8
289,Burnside Heights,Alberta,57:06.8,57:06.8
290,Burnstick Lake,Alberta,57:06.8,57:06.8
291,Burtonsville,Alberta,57:06.8,57:06.8
292,Busby,Alberta,57:06.8,57:06.8
293,Bushy Head Corner,Alberta,57:06.8,57:06.8
294,Butte,Alberta,57:06.8,57:06.8
295,Byemoor,Alberta,57:06.8,57:06.8
296,Cabin Lake,Alberta,57:06.8,57:06.8
297,Cadogan,Alberta,57:06.8,57:06.8
298,Cadomin,Alberta,57:06.8,57:06.8
299,Cadotte Lake,Alberta,57:06.8,57:06.8
300,Caernarvon,Alberta,57:06.8,57:06.8
301,Cairns,Alberta,57:06.8,57:06.8
302,Calahoo,Alberta,57:06.8,57:06.8
303,Calais,Alberta,57:06.8,57:06.8
304,Calder,Alberta,57:06.8,57:06.8
305,Calgary,Alberta,57:06.8,57:06.8
306,Calling Lake,Alberta,57:06.8,57:06.8
307,Calling River,Alberta,57:06.8,57:06.8
308,Callingwood North,Alberta,57:06.8,57:06.8
309,Callingwood South,Alberta,57:06.8,57:06.8
310,Calmar,Alberta,57:06.8,57:06.8
311,Calthorpe,Alberta,57:06.8,57:06.8
312,Cambria,Alberta,57:06.8,57:06.8
313,Cambrian Heights,Alberta,57:06.8,57:06.8
314,Campbell,Alberta,57:06.8,57:06.8
315,Campbell,Alberta,57:06.8,57:06.8
316,Campbell Park,Alberta,57:06.8,57:06.8
317,Camp Creek,Alberta,57:06.8,57:06.8
318,Campsie,Alberta,57:06.8,57:06.8
319,Camrose,Alberta,57:06.8,57:06.8
320,Canmore,Alberta,57:06.8,57:06.8
321,Cannell,Alberta,57:06.8,57:06.8
322,Canora,Alberta,57:06.8,57:06.8
323,Canyon Creek,Alberta,57:06.8,57:06.8
324,Canyon Meadows,Alberta,57:06.8,57:06.8
325,Capilano,Alberta,57:06.8,57:06.8
326,Capitol Hill,Alberta,57:06.8,57:06.8
327,Cappon,Alberta,57:06.8,57:06.8
328,Caprona,Alberta,57:06.8,57:06.8
329,Carbon,Alberta,57:06.8,57:06.8
330,Carbondale,Alberta,57:06.8,57:06.8
331,Carcajou,Alberta,57:06.8,57:06.8
332,Cardiff,Alberta,57:06.8,57:06.8
333,Cardston,Alberta,57:06.8,57:06.8
334,Carlisle,Alberta,57:06.8,57:06.8
335,Carlos,Alberta,57:06.8,57:06.8
336,Carlson Landing,Alberta,57:06.8,57:06.8
337,Carmangay,Alberta,57:06.8,57:06.8
338,Carnwood,Alberta,57:06.8,57:06.8
339,Caroline,Alberta,57:06.8,57:06.8
340,Carolside,Alberta,57:06.8,57:06.8
341,Carrot Creek,Alberta,57:06.8,57:06.8
342,Carseland,Alberta,57:06.8,57:06.8
343,Carstairs,Alberta,57:06.8,57:06.8
344,Caruso,Alberta,57:06.8,57:06.8
345,Carvel,Alberta,57:06.8,57:06.8
346,Carvel Corner,Alberta,57:06.8,57:06.8
347,Carway,Alberta,57:06.8,57:06.8
348,Caslan,Alberta,57:06.8,57:06.8
349,Casselman,Alberta,57:06.8,57:06.8
350,Cassils,Alberta,57:06.8,57:06.8
351,Castle Island,Alberta,57:06.8,57:06.8
352,Castle Junction,Alberta,57:06.8,57:06.8
353,Castle Mountain,Alberta,57:06.8,57:06.8
354,Castleridge,Alberta,57:06.8,57:06.8
355,Castor,Alberta,57:06.8,57:06.8
356,Cavendish,Alberta,57:06.8,57:06.8
357,Cayley,Alberta,57:06.8,57:06.8
358,Cecil,Alberta,57:06.8,57:06.8
359,Cedarbrae,Alberta,57:06.8,57:06.8
360,Central McDougall,Alberta,57:06.8,57:06.8
361,Cereal,Alberta,57:06.8,57:06.8
362,Cessford,Alberta,57:06.8,57:06.8
363,Champion,Alberta,57:06.8,57:06.8
364,Chancellor,Alberta,57:06.8,57:06.8
365,Chaparral,Alberta,57:06.8,57:06.8
366,Chard,Alberta,57:06.8,57:06.8
367,Chateh,Alberta,57:06.8,57:06.8
368,Chauvin,Alberta,57:06.8,57:06.8
369,Cheadle,Alberta,57:06.8,57:06.8
370,Chedderville,Alberta,57:06.8,57:06.8
371,Cheecham,Alberta,57:06.8,57:06.8
372,Cheneka,Alberta,57:06.8,57:06.8
373,Cherhill,Alberta,57:06.8,57:06.8
374,Cherry Grove,Alberta,57:06.8,57:06.8
375,Cherry Point,Alberta,57:06.8,57:06.8
376,Chestermere,Alberta,57:06.8,57:06.8
377,Chief Mountain,Alberta,57:06.8,57:06.8
378,Chigwell,Alberta,57:06.8,57:06.8
379,Chin,Alberta,57:06.8,57:06.8
380,Chinatown,Alberta,57:06.8,57:06.8
381,Chinook,Alberta,57:06.8,57:06.8
382,Chinook Park,Alberta,57:06.8,57:06.8
383,Chinook Valley,Alberta,57:06.8,57:06.8
384,Chipewyan Lake,Alberta,57:06.8,57:06.8
385,Chip Lake,Alberta,57:06.8,57:06.8
386,Chipman,Alberta,57:06.8,57:06.8
387,Chisholm,Alberta,57:06.8,57:06.8
388,Chisholm Mills,Alberta,57:06.8,57:06.8
389,Chokio,Alberta,57:06.8,57:06.8
390,Christie Park,Alberta,57:06.8,57:06.8
391,Christina Crossing,Alberta,57:06.8,57:06.8
392,Cinnamon Hills,Alberta,57:06.8,57:06.8
393,Citadel,Alberta,57:06.8,57:06.8
394,Clairmont,Alberta,57:06.8,57:06.8
395,Clandonald,Alberta,57:06.8,57:06.8
396,Claresholm,Alberta,57:06.8,57:06.8
397,Clarkson Valley,Alberta,57:06.8,57:06.8
398,Claysmore,Alberta,57:06.8,57:06.8
399,Clearbrook,Alberta,57:06.8,57:06.8
400,Cleardale,Alberta,57:06.8,57:06.8
401,Clear Hills,Alberta,57:06.8,57:06.8
402,Clear Prairie,Alberta,57:06.8,57:06.8
403,Cliff Bungalow,Alberta,57:06.8,57:06.8
404,Cline River,Alberta,57:06.8,57:06.8
405,Clivale,Alberta,57:06.8,57:06.8
406,Clive,Alberta,57:06.8,57:06.8
407,Clover Bar,Alberta,57:06.8,57:06.8
408,Cloverdale,Alberta,57:06.8,57:06.8
409,Cluny,Alberta,57:06.8,57:06.8
410,Clyde,Alberta,57:06.8,57:06.8
411,Coach Hill,Alberta,57:06.8,57:06.8
412,Coaldale,Alberta,57:06.8,57:06.8
413,Coalhurst,Alberta,57:06.8,57:06.8
414,Coalspur,Alberta,57:06.8,57:06.8
415,Coal Valley,Alberta,57:06.8,57:06.8
416,Cochrane,Alberta,57:06.8,57:06.8
417,Codesa,Alberta,57:06.8,57:06.8
418,Codner,Alberta,57:06.8,57:06.8
419,Coghill,Alberta,57:06.8,57:06.8
420,Cold Lake,Alberta,57:06.8,57:06.8
421,Coleman,Alberta,57:06.8,57:06.8
422,Colinton,Alberta,57:06.8,57:06.8
423,College Heights,Alberta,57:06.8,57:06.8
424,Collicutt,Alberta,57:06.8,57:06.8
425,Comet,Alberta,57:06.8,57:06.8
426,Compeer,Alberta,57:06.8,57:06.8
427,Condor,Alberta,57:06.8,57:06.8
428,Congresbury,Alberta,57:06.8,57:06.8
429,Conjuring Creek,Alberta,57:06.8,57:06.8
430,Conklin,Alberta,57:06.8,57:06.8
431,Connaught,Alberta,57:06.8,57:06.8
432,Connaught,Alberta,57:06.8,57:06.8
433,Connemara,Alberta,57:06.8,57:06.8
434,Connor Creek,Alberta,57:06.8,57:06.8
435,Conrad,Alberta,57:06.8,57:06.8
436,Conrich,Alberta,57:06.8,57:06.8
437,Consort,Alberta,57:06.8,57:06.8
438,Control,Alberta,57:06.8,57:06.8
439,Cooking Lake,Alberta,57:06.8,57:06.8
440,Coolidge,Alberta,57:06.8,57:06.8
441,Coral Springs,Alberta,57:06.8,57:06.8
442,Corbett Creek,Alberta,57:06.8,57:06.8
443,Cordel,Alberta,57:06.8,57:06.8
444,Coronado,Alberta,57:06.8,57:06.8
445,Coronation,Alberta,57:06.8,57:06.8
446,Cosmo,Alberta,57:06.8,57:06.8
447,Cosway,Alberta,57:06.8,57:06.8
448,Countess,Alberta,57:06.8,57:06.8
449,Country Hills,Alberta,57:06.8,57:06.8
450,Country Hills Village,Alberta,57:06.8,57:06.8
451,Cousins,Alberta,57:06.8,57:06.8
452,Cousins,Alberta,57:06.8,57:06.8
453,Coutts,Alberta,57:06.8,57:06.8
454,Coventry Hills,Alberta,57:06.8,57:06.8
455,Cowley,Alberta,57:06.8,57:06.8
456,Craddock,Alberta,57:06.8,57:06.8
457,Craigdhu,Alberta,57:06.8,57:06.8
458,Craigend,Alberta,57:06.8,57:06.8
459,Craigmillar,Alberta,57:06.8,57:06.8
460,Craigmyle,Alberta,57:06.8,57:06.8
461,Crammond,Alberta,57:06.8,57:06.8
462,Cranford,Alberta,57:06.8,57:06.8
463,Crawford Plains,Alberta,57:06.8,57:06.8
464,Creekland,Alberta,57:06.8,57:06.8
465,Cremona,Alberta,57:06.8,57:06.8
466,Crescent Heights,Alberta,57:06.8,57:06.8
467,Cressday,Alberta,57:06.8,57:06.8
468,Crestomere,Alberta,57:06.8,57:06.8
469,Crestwood,Alberta,57:06.8,57:06.8
470,Crestwood,Alberta,57:06.8,57:06.8
471,Crimson Lake,Alberta,57:06.8,57:06.8
472,Crippsdale,Alberta,57:06.8,57:06.8
473,Cromdale,Alberta,57:06.8,57:06.8
474,Crooked Creek,Alberta,57:06.8,57:06.8
475,Crossfield,Alberta,57:06.8,57:06.8
476,Crowchild,Alberta,57:06.8,57:06.8
477,Crowell,Alberta,57:06.8,57:06.8
478,Crowfoot,Alberta,57:06.8,57:06.8
479,Crowsnest,Alberta,57:06.8,57:06.8
480,Crowsnest Pass,Alberta,57:06.8,57:06.8
481,Crystal Springs,Alberta,57:06.8,57:06.8
482,Culp,Alberta,57:06.8,57:06.8
483,Curlew,Alberta,57:06.8,57:06.8
484,Cygnet,Alberta,57:06.8,57:06.8
485,Cynthia,Alberta,57:06.8,57:06.8
486,Czar,Alberta,57:06.8,57:06.8
487,Dalehurst,Alberta,57:06.8,57:06.8
488,Dalemead,Alberta,57:06.8,57:06.8
489,Dalhousie,Alberta,57:06.8,57:06.8
490,Dalmuir,Alberta,57:06.8,57:06.8
491,Dalroy,Alberta,57:06.8,57:06.8
492,Dalum,Alberta,57:06.8,57:06.8
493,Daly Grove,Alberta,57:06.8,57:06.8
494,Danube,Alberta,57:06.8,57:06.8
495,Dapp,Alberta,57:06.8,57:06.8
496,Darwell,Alberta,57:06.8,57:06.8
497,Daysland,Alberta,57:06.8,57:06.8
498,Dead Man's Flats,Alberta,57:06.8,57:06.8
499,Deadwood,Alberta,57:06.8,57:06.8
500,DeBolt,Alberta,57:06.8,57:06.8
501,Decoigne,Alberta,57:06.8,57:06.8
502,Decrene,Alberta,57:06.8,57:06.8
503,Deep Creek,Alberta,57:06.8,57:06.8
504,Deer Hill,Alberta,57:06.8,57:06.8
505,Deerland,Alberta,57:06.8,57:06.8
506,Deer Ridge,Alberta,57:06.8,57:06.8
507,Deer Ridge,Alberta,57:06.8,57:06.8
508,Deer Run,Alberta,57:06.8,57:06.8
509,Delacour,Alberta,57:06.8,57:06.8
510,Delaney,Alberta,57:06.8,57:06.8
511,Del Bonita,Alberta,57:06.8,57:06.8
512,Delburne,Alberta,57:06.8,57:06.8
513,Delia,Alberta,57:06.8,57:06.8
514,Delph,Alberta,57:06.8,57:06.8
515,Delton,Alberta,57:06.8,57:06.8
516,Delwood,Alberta,57:06.8,57:06.8
517,Demay,Alberta,57:06.8,57:06.8
518,Demmitt,Alberta,57:06.8,57:06.8
519,Denard,Alberta,57:06.8,57:06.8
520,Denhart,Alberta,57:06.8,57:06.8
521,Dennis,Alberta,57:06.8,57:06.8
522,Denwood,Alberta,57:06.8,57:06.8
523,Derwent,Alberta,57:06.8,57:06.8
524,Desjarlais,Alberta,57:06.8,57:06.8
525,Devenish,Alberta,57:06.8,57:06.8
526,Deville,Alberta,57:06.8,57:06.8
527,Devon,Alberta,57:06.8,57:06.8
528,Devona,Alberta,57:06.8,57:06.8
529,Dewberry,Alberta,57:06.8,57:06.8
530,De Winton,Alberta,57:06.8,57:06.8
531,Diamond City,Alberta,57:06.8,57:06.8
532,Diamond Cove,Alberta,57:06.8,57:06.8
533,Dickson,Alberta,57:06.8,57:06.8
534,Didsbury,Alberta,57:06.8,57:06.8
535,Dimsdale,Alberta,57:06.8,57:06.8
536,Dina,Alberta,57:06.8,57:06.8
537,Dinant,Alberta,57:06.8,57:06.8
538,Dinosaur,Alberta,57:06.8,57:06.8
539,Discovery Ridge,Alberta,57:06.8,57:06.8
540,Diss,Alberta,57:06.8,57:06.8
541,Dixonville,Alberta,57:06.8,57:06.8
542,Doan,Alberta,57:06.8,57:06.8
543,Dodds,Alberta,57:06.8,57:06.8
544,Dogpound,Alberta,57:06.8,57:06.8
545,Donalda,Alberta,57:06.8,57:06.8
546,Donatville,Alberta,57:06.8,57:06.8
547,Donnelly,Alberta,57:06.8,57:06.8
548,Dorenlee,Alberta,57:06.8,57:06.8
549,Doris,Alberta,57:06.8,57:06.8
550,Dorothy,Alberta,57:06.8,57:06.8
551,Dorscheid,Alberta,57:06.8,57:06.8
552,Douglasdale Estates,Alberta,57:06.8,57:06.8
553,Douglas Glen,Alberta,57:06.8,57:06.8
554,Dover,Alberta,57:06.8,57:06.8
555,Dovercourt,Alberta,57:06.8,57:06.8
556,Dovercourt,Alberta,57:06.8,57:06.8
557,Dowling,Alberta,57:06.8,57:06.8
558,Dowling Lake,Alberta,57:06.8,57:06.8
559,Draper,Alberta,57:06.8,57:06.8
